Area of Residence,Year,Age at Death,Female,Male,_Total
Drogheda Borough,2018,35 - 39 years,1,1,2
Drogheda Borough,2018,40 - 44 years,4,3,7
Drogheda Borough,2018,45 - 49 years,2,0,2
Drogheda Borough,2018,5 - 9 years,0,0,0
Drogheda Borough,2018,50 - 54 years,4,4,8
Drogheda Borough,2018,55 - 59 years,0,6,6
Drogheda Borough,2018,60 - 64 years,7,8,15
Drogheda Borough,2018,65 - 69 years,5,1,6
Drogheda Borough,2018,70 - 74 years,10,12,22
Drogheda Borough,2018,75 - 79 years,19,26,45
Drogheda Borough,2018,80 - 84 years,19,22,41
Drogheda Borough,2018,85 years and over,45,24,69
Drogheda Borough,2018,Under 1 year,0,1,1
Drogheda Borough,2019,1 - 4 years,0,0,0
Drogheda Borough,2019,10 - 14 years,0,1,1
Drogheda Borough,2019,15 - 19 years,0,1,1
Drogheda Borough,2019,20 - 24 years,0,0,0
Drogheda Borough,2019,25 - 29 years,0,2,2
Drogheda Borough,2019,30 - 34 years,2,0,2
Drogheda Borough,2019,35 - 39 years,1,1,2
Drogheda Borough,2019,40 - 44 years,4,3,7
Drogheda Borough,2019,45 - 49 years,2,0,2
Drogheda Borough,2019,5 - 9 years,0,0,0
Drogheda Borough,2019,50 - 54 years,4,4,8
Drogheda Borough,2019,55 - 59 years,0,6,6
Drogheda Borough,2019,60 - 64 years,7,8,15
Drogheda Borough,2019,65 - 69 years,5,1,6
Drogheda Borough,2019,70 - 74 years,10,12,22
Drogheda Borough,2019,75 - 79 years,19,26,45
Drogheda Borough,2019,80 - 84 years,19,22,41
Drogheda Borough,2019,85 years and over,45,24,69
Drogheda Borough,2019,Under 1 year,0,1,1
Drogheda Borough,2020,1 - 4 years,0,0,0
Drogheda Borough,2020,10 - 14 years,0,1,1
Drogheda Borough,2020,15 - 19 years,0,1,1
Drogheda Borough,2020,20 - 24 years,0,0,0
Drogheda Borough,2020,25 - 29 years,0,2,2
Drogheda Borough,2020,30 - 34 years,2,0,2
Drogheda Borough,2020,35 - 39 years,1,1,2
Drogheda Borough,2020,40 - 44 years,4,3,7
Drogheda Borough,2020,45 - 49 years,2,0,2
Drogheda Borough,2020,5 - 9 years,0,0,0
Drogheda Borough,2020,50 - 54 years,4,4,8
Drogheda Borough,2020,55 - 59 years,0,6,6
Drogheda Borough,2020,60 - 64 years,7,8,15
Drogheda Borough,2020,65 - 69 years,5,1,6
Drogheda Borough,2020,70 - 74 years,10,12,22
Drogheda Borough,2020,75 - 79 years,19,26,45
Drogheda Borough,2020,80 - 84 years,19,22,41
Drogheda Borough,2020,85 years and over,45,24,69
Drogheda Borough,2020,Under 1 year,0,1,1
Dublin City,2007,1 - 4 years,1,1,2
Dublin City,2007,10 - 14 years,0,2,2
Dublin City,2007,15 - 19 years,2,8,10
Dublin City,2007,20 - 24 years,1,23,24
Dublin City,2007,25 - 29 years,15,28,43
Dublin City,2007,30 - 34 years,15,37,52
Dublin City,2007,35 - 39 years,30,34,64
Dublin City,2007,40 - 44 years,26,52,78
Dublin City,2007,45 - 49 years,36,72,108
Dublin City,2007,5 - 9 years,0,1,1
Dublin City,2007,50 - 54 years,49,79,128
Dublin City,2007,55 - 59 years,69,109,178
Dublin City,2007,60 - 64 years,99,152,251
Dublin City,2007,65 - 69 years,126,210,336
Dublin City,2007,70 - 74 years,215,284,499
Dublin City,2007,75 - 79 years,304,294,598
Dublin City,2007,80 - 84 years,420,325,745
Dublin City,2007,85 years and over,793,345,1138
Dublin City,2007,Under 1 year,16,9,25
Dublin City,2008,1 - 4 years,6,4,10
Dublin City,2008,10 - 14 years,1,1,2
Dublin City,2008,15 - 19 years,2,13,15
Dublin City,2008,20 - 24 years,7,24,31
Dublin City,2008,25 - 29 years,13,33,46
Dublin City,2008,30 - 34 years,8,48,56
Dublin City,2008,35 - 39 years,15,38,53
Dublin City,2008,40 - 44 years,22,55,77
Dublin City,2008,45 - 49 years,40,52,92
Dublin City,2008,5 - 9 years,0,3,3
Dublin City,2008,50 - 54 years,47,69,116
Dublin City,2008,55 - 59 years,65,122,187
Dublin City,2008,60 - 64 years,78,137,215
Dublin City,2008,65 - 69 years,115,174,289
Dublin City,2008,70 - 74 years,193,260,453
Dublin City,2008,75 - 79 years,290,298,588
Dublin City,2008,80 - 84 years,433,317,750
Dublin City,2008,85 years and over,815,344,1159
Dublin City,2008,Under 1 year,12,15,27
Dublin City,2009,1 - 4 years,3,1,4
Dublin City,2009,10 - 14 years,1,1,2
Dublin City,2009,15 - 19 years,2,15,17
Dublin City,2009,20 - 24 years,6,27,33
Dublin City,2009,25 - 29 years,10,35,45
Dublin City,2009,30 - 34 years,16,32,48
Dublin City,2009,35 - 39 years,19,35,54
Dublin City,2009,40 - 44 years,20,46,66
Dublin City,2009,45 - 49 years,41,66,107
Dublin City,2009,5 - 9 years,3,1,4
Dublin City,2009,50 - 54 years,44,75,119
Dublin City,2009,55 - 59 years,77,99,176
Dublin City,2009,60 - 64 years,100,140,240
Dublin City,2009,65 - 69 years,126,187,313
Dublin City,2009,70 - 74 years,183,224,407
Dublin City,2009,75 - 79 years,289,309,598
Dublin City,2009,80 - 84 years,386,346,732
Dublin City,2009,85 years and over,823,391,1214
Dublin City,2009,Under 1 year,5,14,19
Dublin City,2010,1 - 4 years,1,1,2
Dublin City,2010,10 - 14 years,1,4,5
Dublin City,2010,15 - 19 years,1,6,7
Dublin City,2010,20 - 24 years,3,20,23
Dublin City,2010,25 - 29 years,12,25,37
Dublin City,2010,30 - 34 years,15,39,54
Dublin City,2010,35 - 39 years,16,33,49
Dublin City,2010,40 - 44 years,29,37,66
Dublin City,2010,45 - 49 years,35,69,104
Dublin City,2010,5 - 9 years,3,2,5
Dublin City,2010,50 - 54 years,48,83,131
Dublin City,2010,55 - 59 years,63,95,158
Dublin City,2010,60 - 64 years,98,148,246
Dublin City,2010,65 - 69 years,125,204,329
Dublin City,2010,70 - 74 years,179,206,385
Dublin City,2010,75 - 79 years,266,296,562
Dublin City,2010,80 - 84 years,389,306,695
Dublin City,2010,85 years and over,818,382,1200
Dublin City,2010,Under 1 year,5,21,26
Dublin City,2011,1 - 4 years,0,0,0
Dublin City,2011,10 - 14 years,1,1,2
Dublin City,2011,15 - 19 years,5,12,17
Dublin City,2011,20 - 24 years,2,20,22
Dublin City,2011,25 - 29 years,7,25,32
Dublin City,2011,30 - 34 years,12,30,42
Dublin City,2011,35 - 39 years,16,33,49
Dublin City,2011,40 - 44 years,22,64,86
Dublin City,2011,45 - 49 years,39,64,103
Dublin City,2011,5 - 9 years,0,2,2
Dublin City,2011,50 - 54 years,37,82,119
Dublin City,2011,55 - 59 years,73,106,179
Dublin City,2011,60 - 64 years,101,137,238
Dublin City,2011,65 - 69 years,111,188,299
Dublin City,2011,70 - 74 years,169,208,377
Dublin City,2011,75 - 79 years,279,296,575
Dublin City,2011,80 - 84 years,362,310,672
Dublin City,2011,85 years and over,896,396,1292
Dublin City,2011,Under 1 year,10,11,21
Dublin City,2012,1 - 4 years,2,2,4
Dublin City,2012,10 - 14 years,1,1,2
Dublin City,2012,15 - 19 years,3,6,9
Dublin City,2012,20 - 24 years,3,13,16
Dublin City,2012,25 - 29 years,10,24,34
Dublin City,2012,30 - 34 years,16,35,51
Dublin City,2012,35 - 39 years,20,41,61
Dublin City,2012,40 - 44 years,17,51,68
Dublin City,2012,45 - 49 years,32,67,99
Dublin City,2012,5 - 9 years,0,1,1
Dublin City,2012,50 - 54 years,46,96,142
Dublin City,2012,55 - 59 years,62,101,163
Dublin City,2012,60 - 64 years,94,137,231
Dublin City,2012,65 - 69 years,117,166,283
Dublin City,2012,70 - 74 years,171,222,393
Dublin City,2012,75 - 79 years,244,273,517
Dublin City,2012,80 - 84 years,371,327,698
Dublin City,2012,85 years and over,841,442,1283
Dublin City,2012,Under 1 year,10,17,27
Dublin City,2013,1 - 4 years,3,3,6
Dublin City,2013,10 - 14 years,0,0,0
Dublin City,2013,15 - 19 years,3,3,6
Dublin City,2013,20 - 24 years,4,19,23
Dublin City,2013,25 - 29 years,10,11,21
Dublin City,2013,30 - 34 years,15,25,40
Dublin City,2013,35 - 39 years,14,22,36
Dublin City,2013,40 - 44 years,21,37,58
Dublin City,2013,45 - 49 years,23,55,78
Dublin City,2013,5 - 9 years,2,0,2
Dublin City,2013,50 - 54 years,54,79,133
Dublin City,2013,55 - 59 years,73,89,162
Dublin City,2013,60 - 64 years,83,123,206
Dublin City,2013,65 - 69 years,118,150,268
Dublin City,2013,70 - 74 years,177,206,383
Dublin City,2013,75 - 79 years,232,275,507
Dublin City,2013,80 - 84 years,423,319,742
Dublin City,2013,85 years and over,944,448,1392
Dublin City,2013,Under 1 year,12,17,29
Dublin City,2014,1 - 4 years,3,4,7
Dublin City,2014,10 - 14 years,0,1,1
Dublin City,2014,15 - 19 years,3,3,6
Dublin City,2014,20 - 24 years,2,13,15
Dublin City,2014,25 - 29 years,5,23,28
Dublin City,2014,30 - 34 years,9,24,33
Dublin City,2014,35 - 39 years,11,26,37
Dublin City,2014,40 - 44 years,17,34,51
Dublin City,2014,45 - 49 years,20,46,66
Dublin City,2014,5 - 9 years,2,0,2
Dublin City,2014,50 - 54 years,36,67,103
Dublin City,2014,55 - 59 years,67,103,170
Dublin City,2014,60 - 64 years,82,129,211
Dublin City,2014,65 - 69 years,125,148,273
Dublin City,2014,70 - 74 years,173,211,384
Dublin City,2014,75 - 79 years,249,271,520
Dublin City,2014,80 - 84 years,353,339,692
Dublin City,2014,85 years and over,935,473,1408
Dublin City,2014,Under 1 year,5,15,20
Dublin City,2015,1 - 4 years,3,2,5
Dublin City,2015,10 - 14 years,0,3,3
Dublin City,2015,15 - 19 years,3,4,7
Dublin City,2015,20 - 24 years,3,6,9
Dublin City,2015,25 - 29 years,5,11,16
Dublin City,2015,30 - 34 years,9,14,23
Dublin City,2015,35 - 39 years,21,25,46
Dublin City,2015,40 - 44 years,22,44,66
Dublin City,2015,45 - 49 years,38,57,95
Dublin City,2015,5 - 9 years,1,3,4
Dublin City,2015,50 - 54 years,50,64,114
Dublin City,2015,55 - 59 years,76,109,185
Dublin City,2015,60 - 64 years,88,115,203
Dublin City,2015,65 - 69 years,109,162,271
Dublin City,2015,70 - 74 years,183,193,376
Dublin City,2015,75 - 79 years,278,290,568
Dublin City,2015,80 - 84 years,417,343,760
Dublin City,2015,85 years and over,1039,549,1588
Dublin City,2015,Under 1 year,10,9,19
Dublin City,2016,1 - 4 years,3,2,5
Dublin City,2016,10 - 14 years,0,2,2
Dublin City,2016,15 - 19 years,2,3,5
Dublin City,2016,20 - 24 years,2,13,15
Dublin City,2016,25 - 29 years,6,13,19
Dublin City,2016,30 - 34 years,8,16,24
Dublin City,2016,35 - 39 years,16,20,36
Dublin City,2016,40 - 44 years,17,29,46
Dublin City,2016,45 - 49 years,35,61,96
Dublin City,2016,5 - 9 years,1,3,4
Dublin City,2016,50 - 54 years,45,77,122
Dublin City,2016,55 - 59 years,73,97,170
Dublin City,2016,60 - 64 years,73,130,203
Dublin City,2016,65 - 69 years,122,148,270
Dublin City,2016,70 - 74 years,176,185,361
Dublin City,2016,75 - 79 years,254,282,536
Dublin City,2016,80 - 84 years,335,331,666
Dublin City,2016,85 years and over,991,467,1458
Dublin City,2016,Under 1 year,10,11,21
Dublin City,2017,1 - 4 years,1,1,2
Dublin City,2017,10 - 14 years,1,1,2
Dublin City,2017,15 - 19 years,2,3,5
Dublin City,2017,20 - 24 years,2,12,14
Dublin City,2017,25 - 29 years,4,10,14
Dublin City,2017,30 - 34 years,7,11,18
Dublin City,2017,35 - 39 years,18,19,37
Dublin City,2017,40 - 44 years,19,29,48
Dublin City,2017,45 - 49 years,25,54,79
Dublin City,2017,5 - 9 years,2,3,5
Dublin City,2017,50 - 54 years,42,74,116
Dublin City,2017,55 - 59 years,56,114,170
Dublin City,2017,60 - 64 years,97,135,232
Dublin City,2017,65 - 69 years,103,190,293
Dublin City,2017,70 - 74 years,172,218,390
Dublin City,2017,75 - 79 years,242,288,530
Dublin City,2017,80 - 84 years,361,320,681
Dublin City,2017,85 years and over,1017,523,1540
Dublin City,2017,Under 1 year,12,9,21
Dublin City,2018,1 - 4 years,2,1,3
Dublin City,2018,10 - 14 years,3,2,5
Dublin City,2018,15 - 19 years,2,4,6
Dublin City,2018,20 - 24 years,4,1,5
Dublin City,2018,25 - 29 years,7,11,18
Dublin City,2018,30 - 34 years,8,10,18
Dublin City,2018,35 - 39 years,10,23,33
Dublin City,2018,40 - 44 years,20,38,58
Dublin City,2018,45 - 49 years,30,51,81
Dublin City,2018,5 - 9 years,1,1,2
Dublin City,2018,50 - 54 years,46,62,108
Dublin City,2018,55 - 59 years,71,94,165
Dublin City,2018,60 - 64 years,72,122,194
Dublin City,2018,65 - 69 years,118,174,292
Dublin City,2018,70 - 74 years,184,250,434
Dublin City,2018,75 - 79 years,250,286,536
Dublin City,2018,80 - 84 years,362,309,671
Dublin City,2018,85 years and over,1041,541,1582
Dublin City,2018,Under 1 year,9,13,22
Dublin City,2019,1 - 4 years,1,1,2
Dublin City,2019,10 - 14 years,0,2,2
Dublin City,2019,15 - 19 years,3,2,5
Dublin City,2019,20 - 24 years,1,5,6
Dublin City,2019,25 - 29 years,4,6,10
Dublin City,2019,30 - 34 years,7,10,17
Dublin City,2019,35 - 39 years,10,32,42
Dublin City,2019,40 - 44 years,21,30,51
Dublin City,2019,45 - 49 years,31,60,91
Dublin City,2019,5 - 9 years,1,1,2
Dublin City,2019,50 - 54 years,44,76,120
Dublin City,2019,55 - 59 years,70,110,180
Dublin City,2019,60 - 64 years,97,153,250
Dublin City,2019,65 - 69 years,111,170,281
Dublin City,2019,70 - 74 years,146,240,386
Dublin City,2019,75 - 79 years,227,254,481
Dublin City,2019,80 - 84 years,341,346,687
Dublin City,2019,85 years and over,981,590,1571
Dublin City,2019,Under 1 year,12,14,26
Dublin City,2020,1 - 4 years,1,1,2
Dublin City,2020,10 - 14 years,0,1,1
Dublin City,2020,15 - 19 years,1,2,3
Dublin City,2020,20 - 24 years,3,7,10
Dublin City,2020,25 - 29 years,6,13,19
Dublin City,2020,30 - 34 years,11,14,25
Dublin City,2020,35 - 39 years,14,32,46
Dublin City,2020,40 - 44 years,22,29,51
Dublin City,2020,45 - 49 years,26,43,69
Dublin City,2020,5 - 9 years,1,1,2
Dublin City,2020,50 - 54 years,33,67,100
Dublin City,2020,55 - 59 years,44,82,126
Dublin City,2020,60 - 64 years,70,125,195
Dublin City,2020,65 - 69 years,121,172,293
Dublin City,2020,70 - 74 years,178,277,455
Dublin City,2020,75 - 79 years,209,274,483
Dublin City,2020,80 - 84 years,368,389,757
Dublin City,2020,85 years and over,1103,633,1736
Dublin City,2020,Under 1 year,9,7,16
Dun Laoghaire Rathdown,2007,1 - 4 years,0,1,1
Dun Laoghaire Rathdown,2007,10 - 14 years,0,0,0
Dun Laoghaire Rathdown,2007,15 - 19 years,2,3,5
Dun Laoghaire Rathdown,2007,20 - 24 years,1,5,6
Dun Laoghaire Rathdown,2007,25 - 29 years,6,4,10
Dun Laoghaire Rathdown,2007,30 - 34 years,3,1,4
Dun Laoghaire Rathdown,2007,35 - 39 years,5,5,10
Dun Laoghaire Rathdown,2007,40 - 44 years,4,8,12
Dun Laoghaire Rathdown,2007,45 - 49 years,14,16,30
Dun Laoghaire Rathdown,2007,5 - 9 years,1,0,1
Dun Laoghaire Rathdown,2007,50 - 54 years,12,16,28
Dun Laoghaire Rathdown,2007,55 - 59 years,15,29,44
Dun Laoghaire Rathdown,2007,60 - 64 years,24,34,58
Dun Laoghaire Rathdown,2007,65 - 69 years,40,46,86
Dun Laoghaire Rathdown,2007,70 - 74 years,57,65,122
Dun Laoghaire Rathdown,2007,75 - 79 years,87,91,178
Dun Laoghaire Rathdown,2007,80 - 84 years,136,105,241
Dun Laoghaire Rathdown,2007,85 years and over,288,122,410
Dun Laoghaire Rathdown,2007,Under 1 year,5,6,11
Dun Laoghaire Rathdown,2008,1 - 4 years,1,2,3
Dun Laoghaire Rathdown,2008,10 - 14 years,0,1,1
Dun Laoghaire Rathdown,2008,15 - 19 years,1,3,4
Dun Laoghaire Rathdown,2008,20 - 24 years,1,2,3
Dun Laoghaire Rathdown,2008,25 - 29 years,6,3,9
Dun Laoghaire Rathdown,2008,30 - 34 years,1,3,4
Dun Laoghaire Rathdown,2008,35 - 39 years,1,10,11
Dun Laoghaire Rathdown,2008,40 - 44 years,7,12,19
Dun Laoghaire Rathdown,2008,45 - 49 years,17,19,36
Dun Laoghaire Rathdown,2008,5 - 9 years,1,0,1
Dun Laoghaire Rathdown,2008,50 - 54 years,12,19,31
Dun Laoghaire Rathdown,2008,55 - 59 years,21,33,54
Dun Laoghaire Rathdown,2008,60 - 64 years,29,38,67
Dun Laoghaire Rathdown,2008,65 - 69 years,41,43,84
Dun Laoghaire Rathdown,2008,70 - 74 years,65,79,144
Dun Laoghaire Rathdown,2008,75 - 79 years,84,91,175
Dun Laoghaire Rathdown,2008,80 - 84 years,110,110,220
Dun Laoghaire Rathdown,2008,85 years and over,292,133,425
Dun Laoghaire Rathdown,2008,Under 1 year,1,3,4
Dun Laoghaire Rathdown,2009,1 - 4 years,1,2,3
Dun Laoghaire Rathdown,2009,10 - 14 years,0,1,1
Dun Laoghaire Rathdown,2009,15 - 19 years,2,1,3
Dun Laoghaire Rathdown,2009,20 - 24 years,1,3,4
Dun Laoghaire Rathdown,2009,25 - 29 years,2,3,5
Dun Laoghaire Rathdown,2009,30 - 34 years,7,9,16
Dun Laoghaire Rathdown,2009,35 - 39 years,5,6,11
Dun Laoghaire Rathdown,2009,40 - 44 years,4,10,14
Dun Laoghaire Rathdown,2009,45 - 49 years,11,11,22
Dun Laoghaire Rathdown,2009,5 - 9 years,1,0,1
Dun Laoghaire Rathdown,2009,50 - 54 years,14,23,37
Dun Laoghaire Rathdown,2009,55 - 59 years,24,32,56
Dun Laoghaire Rathdown,2009,60 - 64 years,28,40,68
Dun Laoghaire Rathdown,2009,65 - 69 years,31,50,81
Dun Laoghaire Rathdown,2009,70 - 74 years,61,56,117
Dun Laoghaire Rathdown,2009,75 - 79 years,93,95,188
Dun Laoghaire Rathdown,2009,80 - 84 years,117,137,254
Dun Laoghaire Rathdown,2009,85 years and over,282,131,413
Dun Laoghaire Rathdown,2009,Under 1 year,6,10,16
Dun Laoghaire Rathdown,2010,1 - 4 years,1,2,3
Dun Laoghaire Rathdown,2010,10 - 14 years,0,1,1
Dun Laoghaire Rathdown,2010,15 - 19 years,1,2,3
Dun Laoghaire Rathdown,2010,20 - 24 years,1,6,7
Dun Laoghaire Rathdown,2010,25 - 29 years,2,4,6
Dun Laoghaire Rathdown,2010,30 - 34 years,4,5,9
Dun Laoghaire Rathdown,2010,35 - 39 years,4,3,7
Dun Laoghaire Rathdown,2010,40 - 44 years,7,10,17
Dun Laoghaire Rathdown,2010,45 - 49 years,11,20,31
Dun Laoghaire Rathdown,2010,5 - 9 years,1,0,1
Dun Laoghaire Rathdown,2010,50 - 54 years,12,13,25
Dun Laoghaire Rathdown,2010,55 - 59 years,13,21,34
Dun Laoghaire Rathdown,2010,60 - 64 years,20,43,63
Dun Laoghaire Rathdown,2010,65 - 69 years,43,56,99
Dun Laoghaire Rathdown,2010,70 - 74 years,65,76,141
Dun Laoghaire Rathdown,2010,75 - 79 years,74,92,166
Dun Laoghaire Rathdown,2010,80 - 84 years,134,141,275
Dun Laoghaire Rathdown,2010,85 years and over,334,164,498
Dun Laoghaire Rathdown,2010,Under 1 year,4,2,6
Dun Laoghaire Rathdown,2011,1 - 4 years,0,2,2
Dun Laoghaire Rathdown,2011,10 - 14 years,0,0,0
Dun Laoghaire Rathdown,2011,15 - 19 years,1,0,1
Dun Laoghaire Rathdown,2011,20 - 24 years,1,4,5
Dun Laoghaire Rathdown,2011,25 - 29 years,1,0,1
Dun Laoghaire Rathdown,2011,30 - 34 years,2,7,9
Dun Laoghaire Rathdown,2011,35 - 39 years,5,6,11
Dun Laoghaire Rathdown,2011,40 - 44 years,0,4,4
Dun Laoghaire Rathdown,2011,45 - 49 years,9,17,26
Dun Laoghaire Rathdown,2011,5 - 9 years,0,0,0
Dun Laoghaire Rathdown,2011,50 - 54 years,15,21,36
Dun Laoghaire Rathdown,2011,55 - 59 years,17,22,39
Dun Laoghaire Rathdown,2011,60 - 64 years,24,44,68
Dun Laoghaire Rathdown,2011,65 - 69 years,34,48,82
Dun Laoghaire Rathdown,2011,70 - 74 years,50,73,123
Dun Laoghaire Rathdown,2011,75 - 79 years,76,102,178
Dun Laoghaire Rathdown,2011,80 - 84 years,110,117,227
Dun Laoghaire Rathdown,2011,85 years and over,325,148,473
Dun Laoghaire Rathdown,2011,Under 1 year,3,6,9
Dun Laoghaire Rathdown,2012,1 - 4 years,1,1,2
Dun Laoghaire Rathdown,2012,10 - 14 years,1,1,2
Dun Laoghaire Rathdown,2012,15 - 19 years,1,1,2
Dun Laoghaire Rathdown,2012,20 - 24 years,1,4,5
Dun Laoghaire Rathdown,2012,25 - 29 years,1,3,4
Dun Laoghaire Rathdown,2012,30 - 34 years,1,4,5
Dun Laoghaire Rathdown,2012,35 - 39 years,3,4,7
Dun Laoghaire Rathdown,2012,40 - 44 years,5,12,17
Dun Laoghaire Rathdown,2012,45 - 49 years,8,16,24
Dun Laoghaire Rathdown,2012,5 - 9 years,0,0,0
Dun Laoghaire Rathdown,2012,50 - 54 years,18,29,47
Dun Laoghaire Rathdown,2012,55 - 59 years,25,20,45
Dun Laoghaire Rathdown,2012,60 - 64 years,28,44,72
Dun Laoghaire Rathdown,2012,65 - 69 years,37,51,88
Dun Laoghaire Rathdown,2012,70 - 74 years,54,81,135
Dun Laoghaire Rathdown,2012,75 - 79 years,90,102,192
Dun Laoghaire Rathdown,2012,80 - 84 years,139,130,269
Dun Laoghaire Rathdown,2012,85 years and over,370,177,547
Dun Laoghaire Rathdown,2012,Under 1 year,1,1,2
Dun Laoghaire Rathdown,2013,1 - 4 years,1,2,3
Dun Laoghaire Rathdown,2013,10 - 14 years,0,1,1
Dun Laoghaire Rathdown,2013,15 - 19 years,1,1,2
Dun Laoghaire Rathdown,2013,20 - 24 years,0,1,1
Dun Laoghaire Rathdown,2013,25 - 29 years,2,2,4
Dun Laoghaire Rathdown,2013,30 - 34 years,4,5,9
Dun Laoghaire Rathdown,2013,35 - 39 years,3,5,8
Dun Laoghaire Rathdown,2013,40 - 44 years,4,13,17
Dun Laoghaire Rathdown,2013,45 - 49 years,8,17,25
Dun Laoghaire Rathdown,2013,5 - 9 years,0,0,0
Dun Laoghaire Rathdown,2013,50 - 54 years,19,20,39
Dun Laoghaire Rathdown,2013,55 - 59 years,24,34,58
Dun Laoghaire Rathdown,2013,60 - 64 years,25,33,58
Dun Laoghaire Rathdown,2013,65 - 69 years,44,59,103
Dun Laoghaire Rathdown,2013,70 - 74 years,52,74,126
Dun Laoghaire Rathdown,2013,75 - 79 years,94,94,188
Dun Laoghaire Rathdown,2013,80 - 84 years,145,121,266
Dun Laoghaire Rathdown,2013,85 years and over,370,162,532
Dun Laoghaire Rathdown,2013,Under 1 year,2,2,4
Dun Laoghaire Rathdown,2014,1 - 4 years,1,1,2
Dun Laoghaire Rathdown,2014,10 - 14 years,0,1,1
Dun Laoghaire Rathdown,2014,15 - 19 years,1,1,2
Dun Laoghaire Rathdown,2014,20 - 24 years,1,1,2
Dun Laoghaire Rathdown,2014,25 - 29 years,2,1,3
Dun Laoghaire Rathdown,2014,30 - 34 years,4,5,9
Dun Laoghaire Rathdown,2014,35 - 39 years,1,5,6
Dun Laoghaire Rathdown,2014,40 - 44 years,3,8,11
Dun Laoghaire Rathdown,2014,45 - 49 years,6,12,18
Dun Laoghaire Rathdown,2014,5 - 9 years,0,0,0
Dun Laoghaire Rathdown,2014,50 - 54 years,9,27,36
Dun Laoghaire Rathdown,2014,55 - 59 years,17,24,41
Dun Laoghaire Rathdown,2014,60 - 64 years,24,34,58
Dun Laoghaire Rathdown,2014,65 - 69 years,53,46,99
Dun Laoghaire Rathdown,2014,70 - 74 years,66,70,136
Dun Laoghaire Rathdown,2014,75 - 79 years,81,103,184
Dun Laoghaire Rathdown,2014,80 - 84 years,133,136,269
Dun Laoghaire Rathdown,2014,85 years and over,355,191,546
Dun Laoghaire Rathdown,2014,Under 1 year,1,2,3
Dun Laoghaire Rathdown,2015,1 - 4 years,1,1,2
Dun Laoghaire Rathdown,2015,10 - 14 years,1,1,2
Dun Laoghaire Rathdown,2015,15 - 19 years,2,1,3
Dun Laoghaire Rathdown,2015,20 - 24 years,1,2,3
Dun Laoghaire Rathdown,2015,25 - 29 years,2,4,6
Dun Laoghaire Rathdown,2015,30 - 34 years,2,3,5
Dun Laoghaire Rathdown,2015,35 - 39 years,2,3,5
Dun Laoghaire Rathdown,2015,40 - 44 years,2,3,5
Dun Laoghaire Rathdown,2015,45 - 49 years,4,11,15
Dun Laoghaire Rathdown,2015,5 - 9 years,0,0,0
Dun Laoghaire Rathdown,2015,50 - 54 years,18,12,30
Dun Laoghaire Rathdown,2015,55 - 59 years,18,27,45
Dun Laoghaire Rathdown,2015,60 - 64 years,24,50,74
Dun Laoghaire Rathdown,2015,65 - 69 years,40,45,85
Dun Laoghaire Rathdown,2015,70 - 74 years,51,59,110
Dun Laoghaire Rathdown,2015,75 - 79 years,100,97,197
Dun Laoghaire Rathdown,2015,80 - 84 years,143,120,263
Dun Laoghaire Rathdown,2015,85 years and over,373,200,573
Dun Laoghaire Rathdown,2015,Under 1 year,9,5,14
Dun Laoghaire Rathdown,2016,1 - 4 years,2,1,3
Dun Laoghaire Rathdown,2016,10 - 14 years,1,1,2
Dun Laoghaire Rathdown,2016,15 - 19 years,2,1,3
Dun Laoghaire Rathdown,2016,20 - 24 years,2,2,4
Dun Laoghaire Rathdown,2016,25 - 29 years,2,4,6
Dun Laoghaire Rathdown,2016,30 - 34 years,2,3,5
Dun Laoghaire Rathdown,2016,35 - 39 years,5,4,9
Dun Laoghaire Rathdown,2016,40 - 44 years,4,6,10
Dun Laoghaire Rathdown,2016,45 - 49 years,12,13,25
